entry_date,exit_date,direction,qty,entry_price,exit_price,stop_loss,take_profit,pnl,status,confluence,factors
2025-10-10 12:00:00+00:00,2025-10-13 12:00:00+00:00,LONG,1.991,38.1729,39.0556,37.6386,39.0635,1.76,CLOSED,3,EMA_trend|RSI_filter|Order_Block
2025-10-17 16:00:00+00:00,2025-10-20 12:00:00+00:00,LONG,1.7594,40.2487,41.4171,39.5427,41.4254,2.06,CLOSED,3,EMA_trend|RSI_filter|FVG_zone
2025-10-24 12:00:00+00:00,2025-10-27 12:00:00+00:00,LONG,1.5115,39.467,38.4981,38.5058,41.069,-1.46,CLOSED,3,EMA_trend|RSI_filter|FVG_zone
2025-10-28 16:00:00+00:00,2025-11-12 12:00:00+00:00,LONG,1.3728,37.9153,39.4755,36.9744,39.4834,2.14,CLOSED,4,EMA_trend|RSI_filter|Order_Block|LIQ_sweep
2025-10-30 12:00:00+00:00,2025-11-12 12:00:00+00:00,LONG,1.4147,37.9066,39.4204,36.9936,39.4283,2.14,CLOSED,3,EMA_trend|RSI_filter|LIQ_sweep
2025-10-31 16:00:00+00:00,2025-11-12 12:00:00+00:00,LONG,1.4728,38.0584,39.5121,37.1814,39.52,2.14,CLOSED,4,EMA_trend|RSI_filter|Order_Block|LIQ_sweep
2025-11-04 12:00:00+00:00,2025-11-10 12:00:00+00:00,LONG,1.7705,37.7354,38.9434,37.0059,38.9512,2.14,CLOSED,3,EMA_trend|RSI_filter|LIQ_sweep
2025-11-05 16:00:00+00:00,2025-11-11 12:00:00+00:00,LONG,1.8451,38.0898,39.2486,37.3898,39.2565,2.14,CLOSED,3,EMA_trend|RSI_filter|LIQ_sweep
2025-11-10 16:00:00+00:00,2025-11-12 16:00:00+00:00,LONG,2.6613,39.1596,40.0971,38.5923,40.1051,2.49,CLOSED,5,EMA_trend|RSI_filter|MACD_confirm|FVG_zone|LIQ_sweep
2025-11-11 16:00:00+00:00,2025-11-12 16:00:00+00:00,LONG,3.3309,39.2101,40.0687,38.6901,40.0767,2.86,CLOSED,5,EMA_trend|RSI_filter|MACD_confirm|FVG_zone|LIQ_sweep
2025-11-12 16:00:00+00:00,2025-11-14 12:00:00+00:00,LONG,4.7659,39.9843,39.4678,39.4757,40.8319,-2.46,CLOSED,3,EMA_trend|MACD_confirm|LIQ_sweep
2025-11-14 16:00:00+00:00,2025-11-17 12:00:00+00:00,LONG,4.6414,39.221,38.6404,38.6481,40.1759,-2.7,CLOSED,4,EMA_trend|RSI_filter|FVG_zone|Order_Block
2025-11-24 16:00:00+00:00,2025-11-28 12:00:00+00:00,LONG,5.2946,39.109,39.853,38.6579,39.861,3.94,CLOSED,3,EMA_trend|RSI_filter|FVG_zone
2025-11-25 16:00:00+00:00,2025-12-01 12:00:00+00:00,LONG,5.5101,39.5758,40.2903,39.1423,40.2983,3.94,CLOSED,4,EMA_trend|RSI_filter|MACD_confirm|FVG_zone
2025-11-26 16:00:00+00:00,2025-12-01 12:00:00+00:00,LONG,5.784,39.7063,40.3865,39.2933,40.3946,3.93,CLOSED,4,EMA_trend|RSI_filter|MACD_confirm|FVG_zone
2025-12-11 16:00:00+00:00,2025-12-12 12:00:00+00:00,LONG,8.0163,40.6452,41.2183,40.2964,41.2265,4.59,CLOSED,3,EMA_trend|RSI_filter|MACD_confirm
2025-12-23 12:00:00+00:00,2025-12-26 12:00:00+00:00,LONG,6.9193,42.5761,43.2575,42.1621,43.2662,4.71,CLOSED,3,EMA_trend|MACD_confirm|Order_Block
2025-12-26 12:00:00+00:00,2025-12-29 12:00:00+00:00,LONG,6.7601,43.2594,42.827,42.8356,43.9657,-2.92,CLOSED,3,EMA_trend|FVG_zone|Order_Block
2026-01-05 20:00:00+00:00,2026-01-12 12:00:00+00:00,LONG,4.9416,42.4125,43.3791,41.8273,43.3878,4.78,CLOSED,4,EMA_trend|RSI_filter|MACD_confirm|Order_Block
2026-01-06 20:00:00+00:00,2026-01-07 12:00:00+00:00,LONG,5.4024,42.7952,42.2514,42.2599,43.6873,-2.94,CLOSED,5,EMA_trend|RSI_filter|MACD_confirm|FVG_zone|Order_Block
2026-01-08 16:00:00+00:00,2026-01-12 12:00:00+00:00,LONG,5.7473,42.4746,43.2917,41.9791,43.3004,4.7,CLOSED,3,EMA_trend|RSI_filter|Order_Block
2026-01-09 16:00:00+00:00,2026-01-12 12:00:00+00:00,LONG,6.0526,43.0216,43.797,42.5511,43.8057,4.69,CLOSED,3,EMA_trend|RSI_filter|MACD_confirm
2026-01-12 16:00:00+00:00,2026-01-13 20:00:00+00:00,LONG,5.7353,44.0964,43.5541,43.5628,44.9857,-3.11,CLOSED,2,EMA_trend|MACD_confirm
2026-01-13 20:00:00+00:00,2026-01-16 12:00:00+00:00,LONG,6.1025,43.7722,43.2621,43.2707,44.6079,-3.11,CLOSED,3,EMA_trend|RSI_filter|FVG_zone
2026-01-20 20:00:00+00:00,2026-01-21 12:00:00+00:00,LONG,5.1507,45.3476,46.2983,44.7716,46.3076,4.9,CLOSED,3,EMA_trend|MACD_confirm|Order_Block
2026-01-22 12:00:00+00:00,2026-01-23 12:00:00+00:00,LONG,4.601,46.1356,47.2275,45.4748,47.2369,5.02,CLOSED,3,EMA_trend|MACD_confirm|Order_Block
2026-02-03 16:00:00+00:00,2026-02-05 20:00:00+00:00,LONG,1.5248,47.7257,45.6733,45.6824,51.1312,-3.13,CLOSED,3,EMA_trend|RSI_filter|Order_Block
2026-02-04 16:00:00+00:00,2026-02-23 20:00:00+00:00,LONG,1.6305,47.1605,49.89,45.2496,50.3453,4.45,FORCE_CLOSED,3,EMA_trend|RSI_filter|Order_Block
2026-02-05 16:00:00+00:00,2026-02-23 12:00:00+00:00,LONG,1.7304,46.4557,49.4467,44.6552,49.4566,5.18,CLOSED,4,EMA_trend|RSI_filter|FVG_zone|Order_Block
2026-02-06 16:00:00+00:00,2026-02-23 20:00:00+00:00,LONG,1.7842,47.4741,49.89,45.7542,50.3407,4.31,FORCE_CLOSED,3,EMA_trend|RSI_filter|FVG_zone
2026-02-09 20:00:00+00:00,2026-02-12 12:00:00+00:00,LONG,2.0605,48.574,47.0753,47.0847,51.0561,-3.09,CLOSED,3,EMA_trend|RSI_filter|MACD_confirm
2026-02-11 16:00:00+00:00,2026-02-12 12:00:00+00:00,LONG,2.5499,48.3228,47.1099,47.1194,50.3286,-3.09,CLOSED,3,EMA_trend|RSI_filter|MACD_confirm
2026-02-17 16:00:00+00:00,2026-02-23 12:00:00+00:00,LONG,2.4885,46.7509,48.7343,45.555,48.744,4.94,CLOSED,3,EMA_trend|RSI_filter|FVG_zone
2026-02-18 20:00:00+00:00,2026-02-23 12:00:00+00:00,LONG,2.6871,47.5911,49.4271,46.4836,49.437,4.93,CLOSED,2,EMA_trend|RSI_filter
2026-02-23 20:00:00+00:00,2026-02-23 20:00:00+00:00,LONG,3.6163,49.9691,49.89,49.0838,51.4447,-0.29,FORCE_CLOSED,3,EMA_trend|RSI_filter|MACD_confirm
